box_score_id,set,is_europe,24Clock,gameClock,homeScore,quarter,visitorScore
0098C181-3B14-4059-93C0-305C11ED0F41,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
009A0DF1-2150-4DBF-8FB0-08EDD5EF0C12,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
009AE67E-724A-43EE-A432-AD8AD9B569BB,test,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
009C2101-FF5E-4201-AAF9-287350A758B2,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
009DDF1C-F14A-419A-80FA-FEADA17047A8,train,True,"[[587, 10], [630, 46]]","[[518, 8], [585, 46]]","[[320, 7], [387, 46]]","[[469, 8], [517, 43]]","[[252, 6], [307, 46]]"
009edaa9-2c87-4c61-b567-f7e607437000,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00A03657-195B-4039-9F25-13D3709131E4,test,True,"[[115, 44], [156, 76]]","[[50, 45], [104, 74]]","[[362, 9], [403, 44]]","[[20, 46], [50, 74]]","[[362, 42], [403, 78]]"
00A03B61-AF14-426F-9C33-17E9DB0C2BD8,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00A0AF71-494D-4AE8-94B7-5354463E141D,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00A17BA5-4A2C-4409-A9CB-00336FF13F9A,validation,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00A28304-BD31-4EA0-803E-43134FB2C997,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
00A3A796-1BF3-4D88-BE08-88325A2326E6,train,True,"[[600, 6], [632, 44]]","[[514, 5], [600, 43]]","[[257, 5], [308, 43]]","[[476, 7], [496, 41]]","[[333, 6], [380, 43]]"
00A439AB-F814-4E1E-94BF-A6DBE3FCD652,train,True,"[[970, 20], [1015, 54]]","[[874, 11], [956, 54]]","[[270, 10], [410, 67]]","[[843, 22], [876, 51]]","[[419, 12], [545, 65]]"
00A6D3AE-D6AB-4A61-A250-99E44FAC7288,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00A77A7D-0593-470C-B31E-FEC28E5AC074,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00A7D4C1-6455-42CE-97DE-243F99538233,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00A7EEBE-B6F9-4CC8-984C-D11BF07C5857,train,True,"[[587, 6], [625, 35]]","[[517, 9], [577, 35]]","[[250, 3], [310, 40]]","[[461, 4], [516, 39]]","[[318, 1], [371, 39]]"
00A801FE-A96D-4C7E-860B-C46CC43671C2,train,True,"[[587, 6], [625, 35]]","[[517, 9], [577, 35]]","[[250, 3], [310, 40]]","[[461, 4], [516, 39]]","[[318, 1], [371, 39]]"
00A945A4-FA1B-4AEA-B085-B9865C49F3DE,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
00AA784A-DE0B-4138-A42F-AD94FEB0606F,validation,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00AB5D8D-61D7-45AC-87C2-23E2670FF2F7,train,True,"[[970, 19], [1015, 53]]","[[874, 10], [956, 53]]","[[270, 9], [410, 66]]","[[843, 21], [876, 50]]","[[419, 11], [545, 64]]"
00AB9546-AA09-41F4-B84C-3C0BC927A58A,validation,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00AC631F-6C33-45D9-AF1E-03A2DBC226F4,train,True,"[[763, 8], [799, 46]]","[[691, 7], [760, 44]]","[[347, 5], [392, 42]]","[[646, 8], [686, 44]]","[[403, 3], [463, 42]]"
00AC7333-F431-4ED8-A2C7-62B3A139E90F,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00AD1539-5961-4B27-887D-E442FDF28B73,validation,True,"[[588, 7], [626, 35]]","[[518, 9], [578, 35]]","[[248, 1], [298, 38]]","[[462, 4], [492, 38]]","[[319, 1], [372, 40]]"
00B07394-2DAB-4054-A743-92AA00447DE3,train,True,"[[587, 6], [625, 35]]","[[517, 9], [577, 35]]","[[250, 3], [310, 40]]","[[461, 4], [516, 39]]","[[318, 1], [371, 39]]"
00B12600-9841-4908-A9CB-508F25E3439D,validation,True,"[[635, 14], [675, 42]]","[[571, 16], [625, 44]]","[[262, 1], [310, 36]]","[[301, 35], [339, 60]]","[[329, -1], [374, 37]]"
00B17E96-B00C-45A6-9BA6-4FF8B9F82259,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00B2EB6A-D9E3-4E2F-8396-70419F13DE7D,train,True,"[[970, 20], [1015, 54]]","[[874, 11], [956, 54]]","[[270, 10], [410, 67]]","[[843, 22], [876, 51]]","[[419, 12], [545, 65]]"
00B5A738-C4AF-41FA-B902-F750822CD588,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00B68292-0F37-4157-8CD8-2792D12778AA,train,True,"[[784, 6], [824, 41]]","[[710, 4], [785, 44]]","[[345, 6], [399, 40]]","[[662, 5], [707, 44]]","[[409, 5], [465, 39]]"
00BADE1A-CE7A-48E1-BB4E-7B7A854A6552,validation,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00BC32EC-1D02-4F2F-856A-7A49F845B5FE,validation,True,"[[115, 44], [156, 76]]","[[50, 45], [104, 74]]","[[362, 9], [403, 44]]","[[20, 46], [50, 74]]","[[362, 42], [403, 78]]"
00BD71B8-AEE8-462F-9CC3-3BF16D49E2BC,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00BE302B-DB88-414F-B4DF-4BA65B6E8940,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00BF3540-13A2-4133-84D7-5F70B5DF765F,train,True,"[[635, 14], [675, 42]]","[[571, 16], [625, 44]]","[[262, 1], [310, 36]]","[[301, 35], [339, 60]]","[[329, -1], [374, 37]]"
00C03901-CA8B-46C7-BAF0-1C7D35A1363B,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00C2788D-3A84-48BC-AF55-C37A768BC247,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00C34572-513B-4209-83F8-C077C3A689C5,test,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00C3511D-69CF-448C-96A2-66EB1D56740E,validation,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00C43F30-89D2-44AE-B94F-3C66263A3DF1,test,True,"[[635, 14], [675, 42]]","[[571, 16], [625, 44]]","[[262, 1], [310, 36]]","[[301, 35], [339, 60]]","[[329, -1], [374, 37]]"
00C49B65-0E57-41CB-B58B-AD80D5F0E764,train,True,"[[588, 10], [631, 46]]","[[519, 8], [585, 46]]","[[320, 7], [388, 46]]","[[470, 8], [485, 43]]","[[253, 6], [308, 46]]"
00C518C1-A7B7-4500-913D-265065CB8358,validation,True,"[[587, 6], [625, 35]]","[[517, 9], [577, 35]]","[[250, 3], [310, 40]]","[[461, 4], [516, 39]]","[[318, 1], [371, 39]]"
00C70DF4-0D0B-4FF9-AA88-17AE666E3F24,test,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00C77D48-C864-4AA3-A5EB-F97135313A28,test,True,"[[676, 5], [726, 44]]","[[585, 5], [674, 44]]","[[186, 5], [258, 45]]","[[517, 4], [564, 47]]","[[263, 4], [333, 47]]"
00C7AF2C-6722-47CE-BD84-7A14E28A6E04,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00C8AFA4-985A-460F-8270-A7334BC48603,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00CA27E1-2DA3-4B68-A879-5C4C73167083,train,True,"[[737, 8], [773, 42]]","[[664, 10], [729, 42]]","[[322, 3], [372, 46]]","[[617, 9], [662, 44]]","[[393, 5], [445, 45]]"
00CC050C-5269-474E-9628-C9EB27913352,train,True,"[[587, 6], [625, 35]]","[[517, 9], [577, 35]]","[[250, 3], [310, 40]]","[[461, 4], [516, 39]]","[[318, 1], [371, 39]]"
00CCCF87-D5B3-415C-AC96-31837D2FB5B2,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
00CDFB36-D4BE-4E63-B6B8-731A4CE9A697,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00CF0243-6A40-4707-A5BB-8480C1DBF317,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00CF4D66-C491-4E6D-8457-604CAD084BE9,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00D0717F-BB5E-4053-B6B0-CA67A4187977,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00D23B6C-E9F6-4ECF-BEE8-91C0ABDCA321,test,True,"[[587, 6], [625, 35]]","[[517, 9], [577, 35]]","[[250, 3], [310, 40]]","[[461, 4], [516, 39]]","[[318, 1], [371, 39]]"
00D33E8F-3E79-4AA3-9151-A1E674DB691A,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00D426A1-3990-4D01-AEEE-E36B3F4FB4F3,train,True,"[[589, 6], [628, 37]]","[[518, 6], [583, 36]]","[[320, 3], [375, 40]]","[[469, 6], [494, 36]]","[[257, 5], [308, 36]]"
00D62E11-9470-4456-9DD6-49D540C9C163,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00D63CB1-C5C4-4664-B03D-E3A3EE8FEF0F,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00D719DB-40E2-4BB5-A13B-9E6A9BA0C499,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00D84291-2345-4F5C-91F0-459ADA1BE2BD,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00D856F7-C005-45D6-BD04-8F251D05F6F0,test,True,"[[328, 5], [359, 34]]","[[264, 5], [323, 39]]","[[198, 4], [264, 43]]","[[386, 7], [427, 36]]","[[456, 3], [515, 42]]"
00D96016-47C9-4278-A348-A89E5DEEE4F1,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
00DA0132-69F5-4CFB-BFC2-CD93C5EAD38A,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
00DA847C-F5B2-40FF-9D99-5DA75163C71E,train,True,"[[595, 1], [627, 39]]","[[517, 5], [592, 43]]","[[319, 4], [388, 43]]","[[468, 5], [512, 43]]","[[244, 4], [313, 44]]"
00DA86AD-C839-4DA2-A772-79FE848B460E,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00DB934E-7A43-4418-9960-7AA4BC45D0BF,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00DC7815-BD71-475A-A683-282C626D7067,test,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00DD7A42-C88C-4302-B9D8-7B7A1427342E,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00DF0199-7F79-4448-BBC2-749DE0184DA9,test,True,"[[115, 44], [156, 76]]","[[50, 45], [104, 74]]","[[362, 9], [403, 44]]","[[20, 46], [50, 74]]","[[362, 42], [403, 78]]"
00E0807D-9911-4A4D-9302-49B5EFD8F714,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00E0F131-E821-496D-B4A6-C2948D674C2E,test,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
00E2A606-AA05-4F38-9C3D-D2D934EDEC4C,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00E4FDF9-09C1-4A8D-A57A-1C512AD7C0A8,test,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00E5524B-922A-4C82-839B-DAB004E323FB,train,True,"[[600, 6], [632, 44]]","[[517, 3], [600, 43]]","[[334, 5], [387, 43]]","[[476, 7], [518, 41]]","[[258, 5], [305, 45]]"
00E8B651-9486-41B6-9529-9A6ACDF41EC4,validation,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00ED62C8-A01F-40A2-A1B8-E2E1F325AB06,test,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
00F2CC61-3636-41CD-886B-A9AA883FFEE0,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00F2F43C-F4FE-438B-A4E2-81525918F7B7,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00F4D62E-D6CB-4664-BF23-2FCC960DAF02,validation,True,"[[739, 7], [785, 44]]","[[679, 8], [735, 46]]","[[324, 3], [381, 47]]","[[626, 8], [674, 46]]","[[396, 5], [453, 47]]"
00F55405-6123-4075-BB1B-F5FFC1C1B163,train,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
00F751D4-3DE4-4D0C-8614-0F85FB4B68F9,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00F7A9FF-8F5D-4066-BD3E-4462AC083199,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
00F7AFE8-6ACC-4C99-B4E5-6A49D7DEE94D,train,True,"[[589, 6], [628, 37]]","[[518, 6], [583, 36]]","[[320, 3], [375, 40]]","[[469, 6], [494, 36]]","[[257, 5], [308, 36]]"
00FA8921-8832-4045-A6BF-25F7469D8E5B,train,True,"[[676, 5], [726, 44]]","[[585, 5], [674, 44]]","[[186, 5], [258, 45]]","[[517, 4], [564, 47]]","[[263, 4], [333, 47]]"
00FA8B8C-10D1-4001-99A1-53B2100F9FF9,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00FAAC7B-B21C-4D65-AE04-5C131D0FFAA3,train,True,"[[587, 10], [630, 46]]","[[518, 8], [585, 46]]","[[320, 7], [387, 46]]","[[469, 8], [517, 43]]","[[252, 6], [307, 46]]"
00FC246C-0574-4088-AD29-83238E50CED0,test,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
00FD5152-8CB0-4B5B-9580-6CEE7F3A4881,test,True,"[[587, 10], [630, 46]]","[[518, 8], [585, 46]]","[[320, 7], [387, 46]]","[[469, 8], [517, 43]]","[[252, 6], [307, 46]]"
00FD9285-8E31-41D0-9221-E2F5F074BD33,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
00FDE3CA-90D8-4AB8-AC9C-29FF4FD746DD,train,True,"[[877, 4], [917, 42]]","[[782, 4], [877, 40]]","[[389, 3], [453, 44]]","[[714, 4], [768, 42]]","[[460, 2], [522, 43]]"
0106607C-0D1B-4B7B-9612-599097669038,train,True,"[[739, 7], [785, 44]]","[[679, 8], [735, 46]]","[[324, 3], [381, 47]]","[[626, 8], [674, 46]]","[[396, 5], [453, 47]]"
0106C30C-0C26-4A9F-A2A0-66BAB1ABEB41,test,True,"[[114, 44], [155, 76]]","[[49, 45], [103, 74]]","[[361, 9], [402, 44]]","[[19, 46], [49, 74]]","[[361, 42], [402, 78]]"
0107AA72-9B06-40EF-A03B-FD41BA03A033,validation,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
010B655D-79FB-4E24-8470-5014B758B89D,test,True,"[[588, 10], [631, 46]]","[[519, 8], [585, 46]]","[[320, 7], [388, 46]]","[[470, 8], [518, 46]]","[[253, 6], [308, 46]]"
010BE44B-B807-40CD-93C8-CA3704423BD7,train,True,"[[970, 19], [1015, 53]]","[[874, 10], [956, 53]]","[[270, 9], [410, 66]]","[[843, 21], [876, 50]]","[[419, 11], [545, 64]]"
010CA645-9189-4672-BA7C-325743DCE5F3,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
010CCB9E-00CB-46C3-96D7-9DF2ECEC281D,train,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
010D8169-FB0E-4699-AEE7-FBAFF5FA8954,validation,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
010DE20F-F7AC-4DD3-B0A1-7C8EE41D63F1,validation,True,"[[739, 8], [785, 45]]","[[679, 9], [735, 47]]","[[324, 4], [381, 48]]","[[626, 9], [674, 47]]","[[396, 6], [453, 48]]"
010F45D0-B358-49D4-B0DB-A1A3031CB90F,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
0114D652-2C25-4029-9A45-2E074A6CA595,validation,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
0115D8C1-9466-4029-82CB-59B65D5A0772,train,True,"[[635, 14], [675, 42]]","[[571, 16], [625, 44]]","[[262, 1], [310, 36]]","[[301, 35], [339, 60]]","[[329, -1], [374, 37]]"
01174DB4-3BD4-4CF4-BBDA-2A8BAF893745,test,True,"[[877, 5], [917, 43]]","[[782, 5], [877, 41]]","[[389, 4], [453, 45]]","[[714, 5], [768, 43]]","[[460, 3], [522, 44]]"
0117C572-CBA1-4AB0-AA4C-F81E3B31A138,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
01193B46-1990-4C87-A8EE-42EDC74781DE,train,True,"[[589, 6], [628, 37]]","[[518, 6], [583, 36]]","[[320, 3], [375, 40]]","[[469, 6], [494, 36]]","[[257, 5], [308, 36]]"
011ACB46-1058-43A9-B855-01570199F0C5,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
011D616C-0491-4C1B-B71E-BD681FC65648,validation,True,"[[587, 9], [630, 45]]","[[518, 7], [585, 45]]","[[320, 6], [387, 45]]","[[469, 7], [519, 44]]","[[245, 4], [307, 45]]"
011FB1E7-8A87-4F39-B847-AFD2D661CA3D,train,True,"[[589, 6], [628, 37]]","[[518, 6], [583, 36]]","[[320, 3], [375, 40]]","[[469, 6], [494, 36]]","[[257, 5], [308, 36]]"
0120C1FB-0F63-41CB-9413-2102E0CBEB85,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
01223724-941F-4E18-ADFE-78F2439446DF,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
0122FEF4-FD36-4326-8A60-265E6FAE1F46,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
01232051-569A-4207-9235-CC2FB1766841,test,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
012589A5-289A-4C3A-B6E6-F133C33ACC2F,train,True,"[[676, 5], [726, 44]]","[[585, 5], [674, 44]]","[[186, 5], [258, 45]]","[[517, 4], [565, 40]]","[[263, 4], [332, 45]]"
01259E92-D1ED-4D46-AB37-5AD0A95315DE,test,True,"[[325, 5], [372, 45]]","[[265, 4], [324, 46]]","[[200, 3], [264, 46]]","[[385, 5], [443, 43]]","[[457, 5], [521, 43]]"
01269D8F-17A3-41A0-90C5-79064A4E389E,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
0127E7A2-398C-43C1-8188-DF0FD390755F,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
0129356B-AEF0-4A44-8E4B-B3EC697EEE44,train,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
012A6C5F-EA3F-4BFD-B090-5B176ED56684,test,True,"[[587, 6], [625, 35]]","[[517, 9], [577, 35]]","[[250, 3], [310, 40]]","[[461, 4], [516, 39]]","[[318, 1], [371, 39]]"
012BDD12-1819-48C1-A1DA-D31EB8CDCEA1,train,True,"[[635, 14], [675, 42]]","[[571, 16], [625, 44]]","[[262, 1], [310, 36]]","[[301, 35], [339, 60]]","[[329, -1], [374, 37]]"
012D7884-6EC5-4E23-817B-F7DA4429FF92,train,True,"[[762, 9], [798, 47]]","[[690, 7], [759, 45]]","[[342, 10], [396, 44]]","[[645, 9], [686, 46]]","[[406, 9], [462, 43]]"
013075BE-9BDB-475E-8192-0C5DF080CCEC,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
0133F7B5-ED8B-4DC7-96CF-C7A6B9D7E9D8,train,True,"[[969, 19], [1014, 53]]","[[873, 10], [955, 53]]","[[269, 9], [409, 66]]","[[842, 21], [875, 50]]","[[418, 11], [544, 64]]"
013828E7-0277-4F24-BCB7-2EBB802510F3,train,True,"[[970, 20], [1015, 54]]","[[874, 11], [956, 54]]","[[270, 10], [410, 67]]","[[843, 22], [876, 51]]","[[419, 12], [545, 65]]"
013A0F0A-7316-430D-B6D2-7E5B38D8AAFD,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
013A1F19-ED94-4B04-8C6D-7872DD758241,test,True,"[[459, 4], [505, 45]]","[[390, 7], [456, 46]]","[[131, 2], [181, 43]]","[[356, 7], [391, 45]]","[[298, 4], [356, 48]]"
013BAEFF-E3A1-4D79-8B9C-640933CE4278,test,True,"[[328, 5], [359, 34]]","[[264, 5], [323, 39]]","[[198, 4], [264, 43]]","[[386, 7], [427, 36]]","[[456, 3], [515, 42]]"
013FCA94-5B97-4B6C-8D35-B6CDE10267C4,test,True,"[[112, 40], [150, 70]]","[[51, 41], [101, 69]]","[[359, 8], [401, 41]]","[[15, 42], [49, 69]]","[[357, 41], [399, 73]]"
